cell_number,x_position,y_position
1,266.0637898686679,39.38086303939963
2,307.73359073359075,41.84298584298584
3,234.88571428571427,39.871428571428574
4,285.5938775510204,49.83673469387755
5,210.7906976744186,37.73255813953488
6,334.5864406779661,45.820338983050846
7,193.2808988764045,48.9250936329588
8,208.11139896373058,53.77720207253886
9,248.0991253644315,56.04081632653061
10,264.6837837837838,56.95945945945946
11,219.2608695652174,61.77950310559006
12,349.2034548944338,64.3320537428023
13,329.25581395348837,61.95607235142119
14,235.25681818181818,66.29545454545455
15,296.60869565217394,64.7080745341615
16,312.6336405529954,70.65437788018433
17,196.024,64.176
18,367.6560196560197,73.82063882063882
19,166.34942528735633,73.30114942528736
20,254.97305389221557,76.83233532934132
21,271.77454545454543,74.35272727272728
22,183.9496644295302,76.48993288590604
23,284.87205387205387,80.08754208754209
24,206.63716814159292,78.8259587020649
25,228.3,82.35454545454546
26,332.13315217391306,82.50815217391305
27,190.01623376623377,89.61363636363636
28,299.213768115942,87.1123188405797
29,350.21590909090907,88.19602272727273
30,249.7668918918919,92.26351351351352
31,373.609756097561,90.81029810298104
32,315.2072727272727,91.11636363636363
33,171.13390313390315,94.83190883190883
34,267.59154929577466,93.20774647887323
35,153.75741239892184,96.3234501347709
36,202.13654618473896,96.47791164658635
37,226.2392026578073,96.56810631229236
38,143.3905013192612,106.67810026385224
39,391.1311475409836,97.9672131147541
40,285.34871794871793,100.76923076923077
41,214.7016129032258,103.68951612903226
42,240.1,106.94
43,327.5512528473804,103.40318906605923
44,354.644776119403,102.3223880597015
45,303.8566037735849,104.69811320754717
46,187.95962732919256,110.72049689440993
47,370.6,112.25
48,401.6314102564103,108.59935897435898
49,255.97066666666666,114.08533333333334
50,272.328530259366,113.21325648414985
51,176.984375,117.525
52,203.91044776119404,114.45149253731343
53,164.35327635327636,120.5071225071225
54,333.9866962305987,117.68514412416852
55,228.06038647342996,121.51449275362319
56,306.3,118.41818181818182
57,119.19285714285714,121.71071428571429
58,138.97935779816513,128.94036697247705
59,286.7163742690058,124.10526315789474
60,402.2095032397408,121.4622030237581
61,370.1939546599496,126.61964735516372
62,154.92361111111111,128.78819444444446
63,210.6178861788618,126.83739837398375
64,345.0200573065903,127.97134670487107
65,420.1285140562249,129.36546184738955
66,247.91596638655463,130.76750700280112
67,199.10972568578555,135.8852867830424
68,267.2839805825243,136.3106796116505
69,308.09823677581863,133.53652392947103
70,102.47671232876712,134.56438356164384
71,126.04424778761062,137.46902654867256
72,378.8402203856749,136.96418732782368
73,327.4842931937173,139.934554973822
74,183.89057750759878,139.71428571428572
