Frame,Cell_74,Cell_77,Cell_78,Cell_81,Cell_82,Cell_87,Cell_88,Cell_91,Cell_92,Cell_93,Cell_94,Cell_95,Cell_98,Cell_99,Cell_103,Cell_105,Cell_106,Cell_107,Cell_108,Cell_111,Cell_112,Cell_113,Cell_114,Cell_115,Cell_118,Cell_123,Cell_124,Cell_126,Cell_129,Cell_130,Cell_131,Cell_134,Cell_135,Cell_137,Cell_140,Cell_141,Cell_142,Cell_143,Cell_145,Cell_149,Cell_151,Cell_152,Cell_157,Cell_159,Cell_160,Cell_161,Cell_163,Cell_166,Cell_167,Cell_168,Cell_173,Cell_174,Cell_177,Cell_180,Cell_181,Cell_183,Cell_187,Cell_189,Cell_191,Cell_193,Cell_194,Cell_196,Cell_199,Cell_201,Cell_203,Cell_206,Cell_207,Cell_214,Cell_218,Cell_219,Cell_221,Cell_222,Cell_223,Cell_225,Cell_226,Cell_229,Cell_230,Cell_233,Cell_234
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.9178611709949605,0.45777822183886824,0.7912832160425541,0.284626514087118,0.5341697702162056,0.718530480260271,0.9796764371400272,0.8217437179253471,1.667505715793176,2.9041535261356777,2.814559252677741,1.5147595894908472,1.7782784884842846,2.668704740841152,3.35281744138337,2.8908461232535116,3.525440109532407,2.5912238941478076,-0.3220206766329485,0.51275582374497,3.354888942071356,0.9434679284549099,0.8466603794056035,3.5032807815940297,1.355572312850253,1.9108602994636623,0.9685507738586195,5.385683691349211,2.906341499468415,4.280031794304673,1.517367238531701,2.716857956202912,3.9851103476760223,0.8364217978081052,3.2770179576364358,4.005085473275604,3.864228154807587,3.8142120002213216,2.047552907247975,3.154102879250397,3.1830198223854316,1.902956633091451,3.469126796666229,0.5501479136212164,4.541837885927167,0.29148974277110395,1.7264512934769156,2.5599795185070353,1.0673067485569923,2.7101301151312502,2.2067520787108243,2.125896343652577,0.979572758538083,0.4113270124811529,4.17820050057683,1.6688412562223376,1.2775695643761602,1.7014909449991598,1.3178033400800133,1.434827628520088,1.0809935552642738,2.170793032583829,4.27386478373701,3.7535218043612293,3.5651746389429477,0.3581349917556817,1.583171249991348,1.5428677080072186,1.2374276938647848,0.5105753353494499,1.195222848851226,0.30545780191793387,2.4597176817652917,0.2582409716623593,0.9636345254076402,0.007909399656169243,0.16418816664243502,0.565981601810615,1.5059405309847265
2,0.9499271875847694,2.56099417970815,0.6783251347470992,0.9908151877363459,2.1132646386794742,2.5002826455624643,2.1167079535295925,0.7949724864749625,1.4217705768554343,1.9549218278199023,1.6364262540960886,1.956678520573414,1.831197430105452,1.3161630934969504,4.482255809679054,1.8373969815111022,2.097512030443566,0.8199223626432787,-0.07133227996181471,0.6540084739275289,3.4548847377816863,1.4279649272144275,0.9985957986629834,3.124638055119078,2.3013085156593305,4.375611150332444,0.8987463005191407,2.1944577844117075,3.2423915082807913,4.86003594138789,1.4000580296695289,1.6547252371420242,2.1287672373219433,1.5843511790966887,5.348477524287888,2.179381905046282,2.4833146036618796,2.20391666205582,3.9573394606580923,3.7290870618189182,4.624733016075243,0.8247113215182572,3.328780455373978,1.2617690053415176,2.2747950301423625,-0.05125888976524227,4.359503474616732,1.7469226937991384,2.3810427840200927,4.668522205900169,5.258620779950806,2.216170434555997,1.5937323600437265,0.8616026553861621,3.2253429527362694,1.532556478223237,1.7424022014088445,2.029222317148215,1.0395643813210655,2.8634341165930137,0.6372678349353083,1.1120137521595457,4.872466595709422,3.0917094604948523,3.4190617638021097,0.05929636533084835,2.9734794736732812,1.1720169570658714,1.9726624823407857,0.6731200949924858,0.684794094916644,0.34657218826659353,1.8043222814737256,1.9206515924382728,0.5678482562613392,0.1290465660643694,0.13505167924503345,1.416707654000299,2.22895730143815
3,0.6951265651100038,1.9427152761792983,0.3618695130275143,3.448145070982192,2.961497077847836,2.4943945257681834,1.092202285676773,1.4679516095643868,3.6195535086176576,1.6418573441588944,1.132888537472081,2.2198776735847243,2.188110832377947,0.5659651125459282,1.4928382721252371,0.7939543133503832,3.208218957428673,0.300296232493038,0.21984799837616287,0.6575581375998084,4.036405914465343,2.7759467577060617,1.6186560562181291,1.5601050629075108,0.707596660355556,4.101731504799637,2.831892678666732,1.2164838730611978,3.595531841104333,4.873254769145701,2.833078399571474,0.9418808405339347,3.828728176197687,2.7658896156747805,5.232388048627489,0.529701030158256,1.750520776230677,5.605030047851673,3.2968970573088647,1.101204800853281,4.633093828455802,0.2804061732569805,2.146706581297127,1.2312101204785888,5.004832104979005,-0.08957457057135895,5.721641645889697,1.7207249330412726,3.065845253637267,3.8388997550123674,4.9993348823649555,2.6152802247842053,3.735342142870911,1.009354320237896,4.8422182436150685,0.9516764875969023,1.2693071151654998,0.9238413789512949,0.12877842999188524,3.66791784262078,0.2949176537077167,0.750918749380679,3.1236039902345523,1.1177545980349883,2.2089291201474954,-0.25245313284106374,3.6456154437161263,0.8026204679584635,2.8545741757276297,1.6824430879979222,0.6390053647754387,0.287637881271188,0.8051381307307679,3.6865424461841,0.3712340693226691,0.6105454345313445,1.545654680870749,1.3570345792201894,2.3823639490993647
4,0.7780470568079608,0.025980103252635053,0.07434627062395552,4.022578934059855,1.5537748675415102,0.7425276814762399,-0.007450943290579141,0.9915335275706836,3.0882320612029543,-0.17138831107830635,0.41740572881853283,1.2556109311711017,4.848768970566534,1.9606178432561625,0.8594110581162845,0.43583751600251974,2.4439888051437273,0.14212466790242373,0.5827039732271548,1.477605333315582,2.081969095236863,2.1412286986142646,4.82999357364024,0.6377508358659838,-0.054231247050143386,0.8067592699914647,0.8897161709766632,1.292802907391784,2.374430748938251,2.0274053082665193,3.2659574151502087,0.7642038767565613,2.029857747069615,1.4033941111414565,2.037934298478536,0.2914629366975215,0.7651436246025658,2.7926796401040215,3.621242873501239,1.5887792765842759,1.9081856334544913,-0.1293163184416075,1.240505347292373,1.1767266403863073,1.8013725043540962,-0.2802619122576137,4.294042756352448,1.3456544167348532,1.6839218080050125,1.5063434507854778,2.95815170617512,1.4772478073975295,2.320600440017953,0.9019596037862292,1.6895529221286187,0.48843977609035016,0.8336832751689395,0.022453363694478094,-0.34327231851063617,3.4091160467098223,0.12301233690565962,0.6051174232795797,2.195602814827217,0.20885110598733472,2.565845539280958,0.3237104810380676,1.379917008714431,0.35917548325850984,2.2724684945563935,1.5117256349839514,0.6017234425590494,0.3076006162703354,0.24079494670230683,1.4621107435899368,0.27642006998545254,2.7064651167308242,1.642654872520123,0.1357250723362392,2.0371960056697827
5,-0.268481504218837,-0.5473262322906048,-0.0777473109421706,0.8168817267675202,0.331560129684351,0.026347310123454815,-0.5632162047879888,-0.07088324440228767,3.2192776116778052,-0.3866067234784943,-0.09337044946934266,0.3472044946472969,3.8871527974845916,2.9679770270752335,0.7632498927829464,1.8425439143977684,1.525829379115016,-0.044947024434815686,0.05582850095832562,2.5497235822147375,0.3793045458073528,1.3634871036779772,3.4342195311261157,-0.0965308062409705,-0.15344407614562933,0.8551007344341064,-0.16791810198437712,1.167149068726069,0.6799942008880602,0.17939590821122475,0.9868778549853442,1.1306388500497928,0.22425887920187226,0.3919911740130931,0.4795388167790469,-0.17264015377724704,-0.01507510141431844,0.8471048935072727,1.0291209490284938,0.6955866021098828,0.23402780379960275,-0.31581121009363006,0.37906402530799344,0.7741611877429141,0.309785640361529,-0.4352166527426587,3.1688150938058106,1.5822575890792474,0.5591139065207948,0.3393719707332107,1.0286297354717187,0.3754447929936527,0.8311162633168762,0.5596205394538449,0.42206873759738267,0.27856416614065793,0.2825499652446846,0.323691849176349,-0.46660077865733696,1.5824053171336023,0.16212979840441408,0.13921390381243298,1.2828853516569318,-0.058654569169199804,2.7528308409300415,0.26732875116495836,0.6224519460383601,-0.008577969642284234,1.3284859815711605,0.4961409302584464,0.7397284040187371,0.09333300563890418,0.4434226691454218,0.5578454050225661,0.24589720114358268,1.405318690853522,1.240111883582918,-0.22527887397547708,1.2477543837296343
6,-0.4522257755949916,-0.5884514887148057,-0.16170240308800338,-0.06577283797580498,-0.006574620793811442,-0.20837698197788646,-0.6524914031290486,-0.42263539713093107,0.8026017850861765,-0.3926591961350063,-0.25292228435416303,-0.10625170615099729,1.401631156566058,1.5178254200406665,0.08288667296663549,2.4964917831959754,1.0733437585991665,-0.22025962537356433,-0.4575275031740445,2.283214234600651,-0.19737037851543318,0.40509854943829915,1.3471214915831382,-0.2158439051464029,-0.26926561457378295,1.0166973119922447,-0.3238232012032409,0.46062690635342984,-0.050476436843691214,-0.19679637821398946,0.19027333462288173,0.9037671129530348,-0.2758211640855374,-0.22197465232804325,-0.14054936382706543,-0.33395229919378927,-0.2127096809560354,0.09744892222184558,0.019195349372625736,0.13739279030960114,-0.14338910330872703,-0.12019862409987199,-0.06981489928696609,0.27142045572637014,-0.0769657107086549,-0.47264127120444704,1.084168832776334,2.106109888546118,-0.07810863465181594,-0.21240063181640145,0.1596142666859859,-0.20421317904139574,0.09205544556636487,0.1457085567096668,-0.08261640078891638,2.1343344508657416,0.09376769117214984,0.2578859459934643,-0.5275671852452959,0.7264093379301303,0.4079642217145769,-0.2778487693282035,0.4368073339950696,-0.06389852071743961,1.2373361159479666,-0.2608273890601475,0.13611193787074394,-0.24626587977014583,0.6815103635865248,0.1774986548915565,0.8270575299501373,-0.004863190135988123,0.26743997202802555,0.3951251120772146,0.1148682577217097,1.7587455038154838,2.567372189693229,0.2989571285298736,0.5062829476500661
7,-0.27286095684079775,-0.5521182978744932,0.003365735401416828,-0.3575156328128416,-0.09613765401789276,-0.21367806868089512,-0.6359048966927389,-0.5474959757028232,-0.12058674815335922,-0.39687311279608134,-0.2345938147019026,-0.2800743697385993,0.36182843910689355,0.5208361573859382,-0.21766083022202742,1.2937293346145025,1.3560541487412499,-0.290657036685688,-0.6620030623204384,2.0707885811663136,-0.23401561408501742,0.21527747274800926,0.4092005441540992,-0.31787128333270454,-0.35472600918998975,0.442420155316481,-0.4400009703556352,0.13132584853007975,-0.29874665271847584,-0.24472974841028478,0.791442855654917,0.24929737559474144,-0.3123016927554421,-0.523510276704424,-0.32922258520715264,0.2737430949537174,-0.21671828746847926,-0.13934456952235774,-0.13092006809933784,-0.1077707074549323,-0.31618390976880123,-0.07283899972836785,-0.17708577644236545,-0.06666020049743325,-0.2588153630087476,-0.26219036695971976,0.22760949905398473,1.8489807534953213,-0.4308075599757449,-0.3288479700604648,-0.1484713641545238,-0.1773280676681412,-0.20157393155215086,-0.09159171343608626,-0.14279931902146478,3.3022288912995,-0.0064064437071381635,0.5560595831772177,-0.13169918439906644,0.13145416006199293,0.17876132934739905,-0.40798504151066955,0.01010884476935209,-0.11345145736594338,0.9572441872375291,-0.5664877410567064,0.0374983560942183,-0.4373055449170364,0.4406597693232215,0.027245403439766905,0.5688318038127982,-0.0779953702921448,-0.16626606621180354,0.2705690885391158,-0.03658340681993063,2.272140977035869,1.7306368046101588,0.41488820064324455,-0.04926818391756514
8,0.47883086104250255,-0.4954899694188055,0.07935956880928283,-0.33277310604836324,0.6999746516372738,-0.26976641221977576,-0.5810017357859596,-0.5561509180958972,-0.2730830109039747,-0.33285915587465614,-0.255844568708326,-0.15620227388426963,-0.09103034155533103,-0.09628651945920871,-0.09000291481860363,0.6117476638498361,1.2187963516043947,-0.36049137346536725,-0.6305224536998869,0.930912195333016,-0.21297152725673352,0.0802284668757866,-0.09995493202246711,-0.3080234614527942,-0.43967373908892154,0.0824433895661886,-0.3815321915482023,0.014562917775325986,-0.3588953828835231,-0.21253801492949956,1.5529215706697221,-0.07270477704123185,-0.30404602809199216,-0.5933718568913814,-0.3188419156910666,1.0178364810391158,-0.15597248108759998,-0.17129506508434267,-0.1518042689317977,-0.11313812106117281,-0.28434256379510614,-0.12934126425375997,-0.06504471928330952,-0.2822122612424745,-0.23718389083101796,-0.2005869219636299,-0.01609110038371085,0.6132377530328363,-0.5313885277354627,-0.35545906072000244,-0.18174819449366386,-0.20259133937618776,-0.3302915738489455,-0.15289281077232353,-0.2872055775962307,1.1583771463992654,-0.16584376589966107,0.28205139147185293,-0.16641984976270832,0.059110079390560295,-0.023549095121053704,-0.42807043242614456,-0.19087043355104563,-0.19166170721537795,0.9743559868892756,-0.6186151337013405,-0.08192188159725347,-0.45576348357857166,0.2377474925673157,-0.18781424516224798,0.02335175667667815,-0.10856158018349872,-0.3844904572386082,0.06058423309046789,-0.15933204895611583,1.8015009405160047,0.3638835102235027,0.14750925096928605,-0.3623644268900603
9,-0.5405429521865139,-0.3533329454825075,0.5675030009179277,-0.19585076914009544,0.4494246985228818,-0.16433171125087462,-0.5225101897779777,0.07226046548991366,-0.21253957087583544,-0.35909548413071196,0.09256753452126698,0.02739801828256057,-0.0059650158348183565,-0.20456604715870577,0.43158995000250633,0.3089146735485969,0.7760961630099936,0.19065383574519348,-0.3802434277520373,-0.2570119586887712,-0.26619298336394936,-0.2643257546268178,-0.008185262771346796,-0.12559228727256352,-0.42992497192550355,-0.14122182649652817,-0.27059434282664585,0.01737945356609762,-0.29975723325506426,-0.07120887475808674,-0.05667861978662926,0.07487954291692261,-0.2980091633555427,-0.6439590392004694,0.35843100575804504,0.5797672812779933,0.5213586777765596,-0.14257335263344828,-0.17770504019920882,-0.10799434968852564,-0.2788623674448233,-0.15222904690367045,0.00019206299666286176,-0.28050380695713634,-0.06493925789342464,0.04368430361976015,0.29402507382455406,-0.25084238398479397,-0.3041253954573995,-0.20791252424295523,-0.018851982521895613,0.10848998410042643,-0.28705939691657,-0.11778956902328688,-0.2635744702784403,0.35477433278779624,-0.1380968419242263,-0.3094950553610093,-0.4413054667049784,0.11874629143714917,-0.05671143615347044,0.04780598770405278,-0.20444741333506447,-0.04208881397246699,1.2572710744648161,-0.6047028460821563,0.07004769057194074,-0.4072834280183119,0.11303654139460347,-0.3626783428263975,-0.17849989072170996,0.414119226497781,-0.3906035947044313,0.4631399703136655,-0.25362031487836795,0.6514360271049912,-0.005508267357485589,-0.6092632654864878,0.24705760563155976
