Frame,Cell_86,Cell_90,Cell_91,Cell_92,Cell_94,Cell_96,Cell_97,Cell_100,Cell_103,Cell_105,Cell_106,Cell_107,Cell_109,Cell_110,Cell_111,Cell_114,Cell_115,Cell_116,Cell_120,Cell_122,Cell_123,Cell_124,Cell_125,Cell_126,Cell_128,Cell_130,Cell_133,Cell_136,Cell_139,Cell_143,Cell_146,Cell_147,Cell_148,Cell_149,Cell_150,Cell_155,Cell_157,Cell_158,Cell_160,Cell_161,Cell_164,Cell_165,Cell_166,Cell_170,Cell_174,Cell_175,Cell_177,Cell_178,Cell_179,Cell_180,Cell_181,Cell_183,Cell_185,Cell_187,Cell_190,Cell_193,Cell_195,Cell_196,Cell_199,Cell_201,Cell_204,Cell_205,Cell_206,Cell_207,Cell_208,Cell_209,Cell_210,Cell_211,Cell_219,Cell_220,Cell_221,Cell_222,Cell_223,Cell_226,Cell_227,Cell_228,Cell_229,Cell_230,Cell_231,Cell_233,Cell_237,Cell_238,Cell_239,Cell_240,Cell_242,Cell_243,Cell_247,Cell_248,Cell_249,Cell_250,Cell_253,Cell_255,Cell_257,Cell_260,Cell_261,Cell_264,Cell_265,Cell_266,Cell_267,Cell_269,Cell_270,Cell_271,Cell_274,Cell_275,Cell_278,Cell_279,Cell_281
0,-0.6467094844272391,-0.5628023740221489,-0.5871892048358489,-0.6180264035533447,-0.5883718869361338,-0.4244714928095995,-0.17876193720849137,-0.09286236694822947,-0.482540367344147,-0.13633688849282663,-0.04839523421430515,-0.34801422234691337,0.32611162902538493,-0.23976165023607002,-0.44043243955899075,-0.41157041480668094,-0.3923313754715349,-0.5334126674257179,-0.449698860311562,-0.3636912803583534,-0.2780370283217186,-0.2494036933087225,0.13656020789086334,-0.3424198311674985,-0.38770287315238594,0.2564087382718472,-0.5181649037920957,-0.5865054891483994,-0.36281004000446293,-0.024918968265145707,-0.3110431045206011,-0.3629618858250168,-0.06593989080693312,1.0749220556832833,-0.4999060223407809,-0.570992221644345,-0.5295587628157953,-0.32058831697875206,-0.4525137398852137,-0.3260330548466142,0.16904913283845382,-0.01959986325676808,-0.13640287523824987,-0.5329926758844796,-0.34145432051851643,0.0030467807895085464,-0.25729854770344657,-0.5364600187921614,1.2874081789003,0.4902356357995839,-0.4683268760317906,-0.40892902231258893,1.2044205206512528,-0.18292642947129806,-0.25222831701663057,-0.2558664748344275,0.0933865676967705,-0.5065725337653242,-0.4561191426841687,-0.29972628203164103,-0.30824469278757693,-0.6541216912164934,-0.3332739322397386,-0.453688050538304,0.2649341289136221,1.0515835822606419,-0.38331525495315616,-0.26125600266426985,0.3173273446237596,0.5523120055603711,0.4829546014851242,-0.13609021233040844,-0.5195196334284153,0.2629335421617228,-0.20588611771902954,-0.5606581391166712,0.39821660633916045,-0.22774393741413598,0.6432170837953016,0.37325086321036366,0.834789620962816,-0.10095560377344354,-0.25045206776593687,0.4141811442514099,-0.23178861114985194,-0.30420784481541807,0.19694080041457007,-0.4976760853403507,-0.5554693770799325,0.20518020541549956,-0.4271727528774439,-0.5454444810660385,-0.2482174355916622,-0.21849474354313475,-0.44046491782784414,-0.5613280246596455,-0.5569378726678207,-0.4386208402125921,-0.11047645246372283,0.40463097191045483,-0.5303470446974978,-0.5017783440916825,-0.555456394420831,-0.10198376551117741,-0.5180896354793528,-0.3334258195198766,-0.3095917423588025
1,-0.5789195847263768,-0.3851036958021149,-0.38501493992799013,-0.530404901051732,-0.506235515175365,-0.4596754288109674,-0.28585753394206354,-0.2872097658665512,-0.28998721503469826,-0.10837126318144479,-0.17220720913939289,-0.2657707749550035,1.2277776483866365,-0.3342145458453086,-0.42858869350736395,-0.31797233874289793,-0.2050948104787878,-0.15315610190612247,-0.22654702380525388,-0.3437432719889689,-0.29619072264740176,-0.2951416105478155,-0.23855398712065107,-0.3418021976351288,-0.2756746563579669,0.4416816381206832,-0.39788822783547956,-0.536659935836454,-0.41296456577338164,-0.21935460338271393,-0.1079324339672059,-0.3947711157966612,-0.07609060550912591,0.3242081820118236,-0.5728034631597613,-0.48967435498840584,-0.3985385486475371,-0.34553006134199843,-0.3137696296146073,-0.32422979880607,0.04229491492595752,-0.2754887756597047,-0.12628444556067864,-0.30048425023658953,-0.25041107319031364,0.19754439377334918,0.11186322564284584,-0.4253719151876251,1.5162711745589839,0.2100044167800153,-0.2403326169202864,-0.3227152520299273,1.1020519151605128,-0.306688272457768,-0.389110437320674,-0.36995242569660397,-0.049045377321583546,-0.40404694449191747,-0.167333813965634,-0.09880401589198351,0.29590233831515633,-0.5779390706515822,0.05216132927357598,-0.5021711861183658,0.07191802037704954,1.0375357657408593,-0.39094657118722154,0.01833117876032668,0.13467443470252535,1.2139883950675128,1.010546747880625,0.1018083895084436,-0.2863499119985435,0.8493320609174396,0.6895048521793387,-0.546519170970121,0.15813393440576798,0.49085750579887377,0.533653164064758,0.47959448583815784,0.5175893309124918,0.3565046366534535,0.05923791597847498,0.8825390020440752,-0.07389747677821801,0.1497301342271353,0.013641703176171005,-0.2781691082478915,-0.4869596362638452,0.7277572362278245,-0.11722424758202701,-0.46427950106627897,-0.14642350022837458,0.37768866902447473,-0.2975071979848959,-0.37205668293518274,-0.5150067320638585,0.12300615745298604,0.17506666498773263,0.021532932798698258,-0.2716467193430939,-0.085047751782247,-0.1431223108537607,-0.34806961112921075,-0.4202922345133767,-0.3459514727647077,-0.3352441780313936
2,-0.46630300897413324,-0.3402960397430566,-0.0422663289819827,-0.4984927321062443,-0.4902468221627768,-0.3228309866340872,-0.2755241015430884,-0.22693429259304604,-0.08657473417268645,-0.1045453776346439,-0.07059825603127626,-0.3581164779894134,0.44873876159248494,-0.0884295513456399,-0.3667221498926043,-0.11137603941601391,-0.11538085209261312,0.5501523167814982,-0.17669013817479734,-0.31364358768727807,-0.3488722872937828,-0.1871798977920498,-0.1930608349297122,-0.3026632357915783,-0.357329025641223,0.4050933164098856,-0.47845691134757545,-0.4309189731377623,-0.3901404651696858,0.2884983064139443,-0.17441527166023207,-0.32599205282940136,0.06235312825768153,-0.1286761556718373,-0.04531317141724277,-0.49357071637305083,-0.26082996638646283,-0.08812122547820693,-0.3473402421464642,-0.3135120592747712,0.060189727114640365,0.0851226619349167,-0.04107004201876799,0.34443483233210975,0.15264065417423234,0.1120590792749363,0.2839393762408019,0.706569660544473,0.09141801320921956,0.13290993166292372,0.12868000297107754,-0.24819598931547268,0.14454443566709402,-0.3679088435437868,0.03671685874414205,-0.27704431283361813,0.2828191294435213,0.9260496677025137,0.29150869490374953,0.44709481059329387,0.5182641912142382,0.4652174732240803,0.5507433842032011,-0.4308334598186636,-0.13525595212012864,0.15163775064114207,-0.06661163159780872,-0.010991306506810579,0.1797350532493939,0.3398074174729985,0.464452183803009,0.5430475770125899,0.29278691509376703,0.3058736154947285,0.7061174641329941,-0.48985408905220135,-0.1628732535003414,0.10105568877187013,-0.19179860122222273,-0.11807160102806409,-0.07340027669062552,-0.08293041254479315,0.14453262645934153,0.32223365226925166,0.4851390373478406,0.14154678233516224,-0.20282425983389799,-0.00998561258818322,-0.208514404760831,0.3180541549953317,0.5659253247375567,-0.18774288604449482,-0.10478096100813537,0.18365303713004552,-0.11218770300838928,-0.1822330678996488,-0.43433737257164845,0.7983907411987234,0.08499507458826562,-0.1941780250126548,0.4578733829111474,0.22990245081493743,0.23972276822194594,-0.4019907126943775,-0.32849377015695314,-0.23867638927702692,-0.21947665541100608
3,0.21963751539679777,-0.09008054365022482,0.7258790178130687,-0.2980692452977488,-0.27167710800666284,-0.25928326275539393,-0.0190085220614352,0.08176464864287979,0.0029831585703989625,0.10368807846543455,0.008378730036174354,-0.13211103204779379,-0.13775141835422425,0.3484290668444001,-0.26553392991534686,0.03980551243373072,0.41090493873251016,0.3664463548010761,-0.013120610621310194,-0.09438271609239196,-0.10560626494746497,0.22937790251755197,-0.09256922479707567,-0.10964800589887545,-0.09294089462862999,0.15768965332218265,-0.3279272003637719,-0.06649843975088632,-0.2035612963049221,0.6360406055368055,-0.16448727091234844,-0.341347415272856,0.295607541035744,-0.3431755799489241,0.29409561280407437,0.21548085294683875,-0.026916584265243387,0.36413602926354666,-0.21454501206676277,0.13246660704287821,-0.09245091558280255,0.28010385974051333,-0.08113613068356265,0.7640594809812677,1.28400978861338,0.4424186612255213,0.22318782413099586,0.4238079828185951,-0.5932932416666249,0.16328261651453993,0.5409229987756287,0.3736395168042099,-0.1907282951342163,-0.32234934878209837,0.21404410554319486,-0.2442090125764095,0.3645373608837438,1.3287943815527756,0.2271073494976197,0.2311742296575461,0.3440001196834372,0.15205016873644447,0.47814705457629125,-0.40979327935462817,-0.06693708136465476,-0.37585438820073325,0.7062711181078176,0.025069441708952204,-0.1491497160007481,-0.23018531968230915,-0.38548388157137836,0.2897281797098075,0.19525702494386113,-0.28774565209465114,-0.014131802623551386,-0.46970860766110745,-0.307655597242311,0.1322702764712633,0.11323163907119485,-0.13788649757262644,-0.3003904090240739,-0.2830263296386022,-0.01948785471187284,-0.09635563833507871,0.06310962163252641,-0.07529803980436134,-0.30418718444763626,0.31537848520342926,0.26774263786015134,-0.2620392156862744,0.4751921262334935,-0.13064904781395464,-0.07629624108717786,-0.13009504493160062,-0.11947360982177385,-0.36676085281274073,-0.3654087324485479,0.23470721645896622,-0.0005482365863650532,-0.36310752685322356,0.1648994887287938,0.1104112935481664,-0.049108854832783565,-0.40418269925113604,-0.2981370460225786,-0.2480606246952791,-0.1710860403633221
4,1.0211068097835652,0.6485151066114414,0.33868336553695433,-0.2909335199670196,-0.19162099362705265,0.2264703813966574,0.07283257664902011,0.7423307876539258,0.24720230234601495,0.23832728899818206,0.2609866148664244,-0.11455369637348235,-0.07584929722774912,0.7252964930185238,0.2534374879832122,0.24105477472334685,0.510716942201754,0.3361419784114632,0.1910927829980333,0.5329309358563188,0.9109745437621368,0.16659221612570632,0.24326869660562345,0.06927567740145402,0.04502583749366202,0.03279904824107779,0.02092324795113121,0.04465232178570699,0.014464651891843965,-0.002445896942020836,0.12508585595977506,-0.1504683267001539,0.2699082990264503,-0.11314414449242785,0.4678513386337177,0.6682805725007686,0.08933771107966795,0.2823855201706503,-0.14107634170908628,0.5689781791476706,0.17386599522524282,0.33398720474043203,-0.17960508538205777,0.8540547639140234,0.37897733847430803,0.11139090565706704,0.028992517625188417,0.24497028736606935,-0.6524342918947068,0.05678784108495821,0.3095922675311543,0.7852396709590824,-0.28385642371931186,-0.3601251387438355,0.1948747086092364,-0.19454587945591154,-0.042994976104352885,0.45349159086368446,0.44341920829945575,-0.27229320505356913,-0.08784265617441873,-0.3000368456752389,0.3019408795253651,-0.4769555358994444,-0.10478330308859007,-0.3636766170160641,0.5817582744586086,-0.01710886144245397,-0.3904130972720723,-0.5159977820990403,-0.34671221529368834,0.1700579329093856,0.016997177884323547,-0.5376065476577349,-0.24473015033915102,-0.4076777072447286,-0.3552910771580238,0.35310033380246647,0.04466420400506557,-0.26233806692800954,-0.4064953888919739,0.18065663133705706,-0.08231331087616306,-0.045725544172231625,-0.274591106735539,-0.21226416151169641,-0.3805363751761115,0.4296059774615041,0.41635756222565506,-0.3662110177404294,0.04784577108706243,0.06703797167259938,0.24273071094268098,-0.1854754340991986,-0.12024334132482721,-0.15459799640380156,-0.3136064627813041,-0.023534579448122987,-0.16903896838534635,-0.32000455835623554,-0.0379919048725696,-0.006538987643913494,-0.24572898826864661,-0.3367844158240923,-0.1125531011134446,0.09808893747377989,0.14128035320088328
5,0.9522523315150453,1.1289249057006043,0.509238308809554,0.08510961761551715,-0.1276737315311446,0.4865492834420156,0.892411491292291,0.6689973287630383,1.1201997190464417,0.3316713761719712,0.5931944776366344,-0.026619952690220345,0.20824329283530493,0.7739081174455855,0.2539648532990546,1.0068838427871398,1.0356822925127225,0.3597411432993473,0.3360825502949907,0.8730643359849395,1.35645381758829,0.8207792864547777,1.139676430441496,0.5159007377394991,0.10587936473728103,0.033067331763103905,0.2913194721913225,-0.019598903310148068,0.8994158026836463,-0.16974261342163144,0.2809825089487213,0.22472252867967601,0.22741488064738424,0.3616320664397128,0.8185374419613238,0.31868845487433084,0.13433786326540645,0.061000662067136585,-0.10963515788192837,1.569283569283569,0.272948517677969,0.8253023816112911,0.16462533867810847,0.2636322360017642,0.22271238305307042,0.16501297484076333,-0.0393467386100823,-0.053800105927022765,-0.4924465096715721,0.06276279548199747,0.0526779232168144,1.3543723726118175,-0.33114825826934474,-0.26981168305053777,0.9901303271187671,0.2614463387916361,-0.23895578325537706,-0.0015188679018201118,0.26727280462999586,-0.48259643962373994,-0.20847857417131688,-0.40351876198531195,0.7018044618414546,-0.4777755097649582,-0.23251382922624314,-0.34327244447741007,0.23780509266369745,0.5267387881630979,-0.49001215276872256,-0.39483322790494274,-0.26460799363612153,0.07510292940958253,-0.16403926685683076,-0.5541920766746826,0.2898490734783918,-0.35165332007289357,-0.42768408455150836,0.6793929439810635,-0.3495052782579909,-0.38894441704094085,-0.3555474538909316,0.32285438349486145,0.07310084410151277,-0.14561139184810878,-0.242575437018266,-0.1468029475750169,-0.11740011634874237,0.6992870475854285,1.171349722417985,-0.05902521008403354,-0.23736030356848495,0.2347262121132562,0.23976852940108523,-0.29910116113164437,-0.09368760446948568,0.18253703228016116,0.4469397961146374,-0.018841479201919753,-0.12641502671926885,-0.1184669081888749,0.07530598807033856,0.04092479275979498,-0.1185021292316094,-0.17462690709459427,0.21493411062712697,0.8970562047003883,0.7014370599167608
6,0.44288228048565914,0.6906047939320822,0.009098278466288297,0.37657181128266365,0.01813203401108165,0.35168359755820106,1.8727264233840015,0.3722498971997527,1.9812013658341534,0.7495389196902444,0.8249474542100973,0.3303414969664954,0.6261109366079227,0.8294766827566632,0.039491971412405034,1.2692750402429973,2.0818701617492135,0.157644946426108,0.6894259335740263,1.1321724516819947,0.508060305464425,1.4830238719338318,2.7899998735220324,1.888111409686774,0.4235588297265391,1.400230908852061,0.5414550733943723,0.022206478957460654,2.0432314680110535,-0.05345612127758088,0.023233066964172003,1.8273387094224864,1.1728978567768613,1.8775988071657979,0.4895027286728829,-0.09869345463008997,0.44332954299793403,0.5206132228872756,0.050004394059231856,1.543289051763628,0.6533543299129678,1.725072848328965,1.0287089896231858,0.15850229287157508,-0.014367204430875996,0.0059149274077090995,0.5557189574294856,0.10887799558602711,-0.1345457640867461,0.24502233578540808,0.15212515903650828,2.2609846420993414,-0.12733288961401276,-0.14547847304505834,0.8730784139846328,0.8182401023595505,-0.36261429586049415,-0.3320672089017053,0.028559629306808377,-0.5762222835023644,-0.021837240498880525,-0.30608707302980315,0.7433811307305417,-0.40789163783673443,0.07959378867159361,0.0024971398645564093,-0.03621835483540668,1.0073100305221225,-0.22338890126601896,-0.09569774070863506,-0.14552769897803208,0.3390029690785298,-0.34928612611519094,-0.19652326095675304,0.18075330825371982,-0.3169101913420298,-0.3116093127069551,0.5467729163926952,-0.17571948778039914,0.39603182844829826,-0.10949158298746989,-0.17704190449599255,0.6017844894715703,-0.05121265049799345,-0.04107897078447911,0.057960088095659515,1.197054159467536,0.6872636640298656,1.1752277538210205,-0.14887021475256762,-0.22951260478430324,0.12668758947600792,0.22367719483319112,0.12396488214149225,-0.02413970892205057,0.4431886291634559,1.7039815349105598,0.6753260518213184,0.07233526507626412,0.7972326537318892,0.10625338910837401,0.10002169434445116,0.35362812633641644,0.18139236753816404,0.2579622727929071,1.1930698055055518,0.9186276819446991
7,0.1544254795002641,0.1706750234204191,-0.08314712991524971,0.23087153092124807,0.36786310254242,-0.010994163013666514,2.158792558962179,0.4316072308595356,1.43746678802738,1.6546099570786401,2.1810884178661816,0.6533195469030879,0.1589054012968353,0.4069605435855455,-0.15996198575014972,1.3101443513040723,1.1576947958494472,0.1276117710595775,1.5327912784781197,1.1738869910139904,0.20565300174757847,1.1260040287575748,3.089811032186698,2.3026575345589717,0.7135391160700456,1.7392857737574314,0.9548920034538527,0.2558624420550923,1.8974258704193374,0.11168245084142306,0.7126071702571004,0.9920876022241961,2.2630351432054705,1.2530209344828078,0.38829908406650315,-0.08390682064381919,0.6074872261534701,1.6257188445450235,0.7530741514395611,1.4901511681172697,1.2848601467795648,2.273299256051702,2.6162570751755276,0.48863811025217174,-0.2393181685064363,0.07840949224714062,1.7467638691500424,0.42963500960939155,0.06466408624548728,0.33392614253429476,0.6177397288172954,1.4676850633673977,-0.09415979805919118,0.13675810100082905,0.7624871009251935,1.666939202646127,-0.057921590925498194,-0.4452401183320857,0.16632831141538162,-0.43894965836320743,0.19145360521420834,-0.08636856561461104,0.2964534474653659,-0.2365694387017196,0.36724622746565183,-0.0037558242247292396,-0.11146761250191975,0.7094000260219895,0.22060441955440832,0.8053870002889516,-0.2651462607283616,0.8566353421886699,-0.36205771681738186,0.14941084713413175,0.10207336257995307,-0.181665354941249,-0.19596405312736317,0.2105921426313038,-0.25825368216952416,0.41277032114021667,0.20237689963244743,-0.3325394557035219,1.687791197620681,-0.07147391880928781,0.11770248843220989,0.432008164307815,1.0943583317035372,0.1953960282185815,0.26990067859107647,-0.11963398692810445,0.2239014727715521,0.22084023151314136,0.1846337310300939,0.08623961003600847,0.34758088650508073,0.4461683363301654,0.6680284670128871,0.5731324756736577,0.3046093523737386,0.8050560651314901,0.4419397319699433,-0.0008327828999041607,0.6904201643553979,0.23578015011218906,0.303272135760356,0.49905657420048943,1.4916804090429203
8,0.0026218546542321262,0.13981725366555156,-0.17742079554696794,0.8734155197232268,0.7821947992063478,-0.04170970059417837,1.5417746925139397,0.730732408601948,0.8643110061188949,2.1921609767194394,3.5187540979588343,1.7398946333605219,-0.15802666059017864,0.006886750319739839,-0.11956360520114043,0.6845846417890261,0.6918832806582066,0.488145475969485,0.8405952901896201,0.9876242918387357,0.017376051333563274,0.5668551810552872,1.5873111465033223,2.7422415726280014,2.0877320251187967,0.7367102519459808,0.9620698507078489,0.6315760401149297,1.4905892560989746,-0.06992590371028579,1.2840041751685636,1.363627311207281,1.5762672933194342,1.217143428913191,0.3762779135232856,0.10554944155026899,1.2134440100864023,1.6716872677949584,0.2029311755122457,1.1506373201288453,0.623307887612158,1.5569112308518775,2.0580208772330075,0.2733195963226897,0.7866647999920002,-0.157355796087957,1.184105656783183,0.50911669557635,-0.2645298909913924,0.797301429419973,0.465609777720273,0.6690808737214667,-0.34037991371732257,0.5105351648300184,0.20590197942166127,1.0468876781795882,0.1713404870160453,-0.5411783301760459,0.012903298836841364,-0.19696969696969696,0.19977160410713657,0.07947884304579747,-0.12426606364315082,0.058155919484382,0.2038830623897931,-0.10566879968712721,-0.2893636730148978,0.34622615496452985,-0.1506138601172359,0.7578895579036148,-0.42859044695069637,0.9873533230528033,-0.18338062147235545,-0.18325880083256568,-0.02331916440445889,0.21610415366772254,-0.11943010697425122,-0.27885796467233903,-0.5454918054322181,-0.06522105973675325,0.15332829527831246,0.10576819331037722,1.195084460904658,-0.34728562593524404,0.023698594676269186,0.6714426224366111,0.14947948263426494,-0.027491188378822407,0.24344374342119676,-0.2591820728291316,0.40089364095436353,0.2788134097452378,-0.013612657497281392,-0.22835657958222422,0.810813267782291,0.3354782087507495,0.2719292171571456,0.1602345706419688,0.22688761440564284,0.3140309915219875,0.4862837942520723,-0.13400268191622974,0.4663438854611928,0.38097627899322073,-0.003271420097742447,0.008135004932226233,1.2859723058398558
9,0.22432693999648093,0.07261635906555544,-0.2033515943646686,0.6798812264681993,0.9490584770112784,0.3662657214600603,0.4765935272281513,0.6795206212587771,0.5880820973656657,0.8331067882677857,1.3835975431651664,1.4729597798997924,-0.00788537595435558,-0.14623427622657995,0.7291649499826957,0.3158634374219055,0.25888328730790694,0.4687078440220045,0.7121254200429802,0.7388977802179583,-0.025808230500422722,0.1287769602265545,0.42149561170096345,1.1195187399515771,1.437344919716639,0.07443850109071139,1.2027929251177272,1.5453761125378445,0.9223698934189247,-0.3066024019234841,0.7548301462004345,1.3235753416429845,0.3730939802463029,0.703305991232638,0.13936123086159913,-0.07972311697417094,0.9742860732879687,0.6859060330531865,0.014135350544525239,0.38412989260446867,0.2658158560667622,0.41588663334906956,1.2297626475439964,0.048808395790797744,0.2541910893903834,-0.22757311614812004,0.44684538705028504,0.4798046697376483,-0.3847698401173707,0.28121767227492306,0.5976609952630481,0.19862057967547742,-0.43534290549704735,0.4447530242643652,0.17774674329705367,1.1550587250693347,0.17576828063410968,-0.512838967105638,0.19533409344538044,0.03771792750559184,0.29468056989263386,0.4124925680598239,-0.24910667924331192,0.5384570650634727,-0.08183532455052173,-0.2793447648845046,-0.2693134695131315,0.5039397053785541,-0.041399140588384745,0.5377628876445734,-0.23801924284310208,0.4081393097603212,3.034532985365616e-05,-0.1530521336480554,-0.22475401088187028,0.5287704703791529,-0.10873635289021374,-0.5313055229898404,-0.6731631189276386,-0.2995404865131493,0.4308156739847234,0.3120736192320379,0.5360080857413405,-0.5435189069273949,-0.10731296359291881,0.2606282753011765,-0.10111253813411002,-0.24843155817274531,0.3306930080768701,-0.29627637721755357,0.23195179880975664,0.6767369021041527,-0.25518333992657605,-0.09115966814171879,1.001109475063022,0.20250449524788103,0.5861665704943256,0.10059528549077978,0.07676668271340314,0.5804669134892894,0.13008850414439535,-0.2533215763982759,0.4318957088102604,0.329155241967916,-0.1397693293104674,0.2642239197291046,0.8053468750272669
