cell_number,x_position,y_position
305,155.00444444444443,363.4888888888889
306,221.82743362831857,364.146017699115
307,371.3320610687023,366.22137404580155
308,280.22279792746116,367.62176165803106
309,330.6381578947368,366.64473684210526
310,235.87916666666666,369.325
311,184.96981132075473,372.8377358490566
312,293.2534562211982,371.1336405529954
313,105.26573426573427,375.12587412587413
314,317.64125560538116,373.05381165919283
315,207.6089108910891,372.91089108910893
316,253.79446640316206,373.2845849802371
317,393.45726495726495,373.5
318,170.96333333333334,377.1666666666667
319,375.77777777777777,379.21180555555554
320,139.45555555555555,377.9851851851852
321,342.7433628318584,377.7079646017699
322,354.7004405286344,378.0044052863436
323,93.15359477124183,379.95098039215685
324,156.13492063492063,378.9920634920635
325,268.13065326633165,378.0854271356784
326,198.52697095435684,382.3195020746888
327,223.1451612903226,379.4301075268817
328,117.964,385.276
329,303.9099099099099,383.72072072072075
330,329.577868852459,384.75409836065575
331,131.06692913385828,386.90157480314963
332,240.65236051502146,383.16309012875536
333,279.02272727272725,383.46590909090907
334,77.88686131386861,388.01824817518246
335,290.9036697247706,387.10091743119267
336,358.1699604743083,390.12648221343875
337,385.88996763754045,390.2718446601942
338,214.09444444444443,387.5444444444444
339,258.31904761904764,388.87142857142857
340,314.462962962963,388.7716049382716
341,186.29084967320262,392.5098039215686
342,95.84397163120568,400.3924349881797
343,157.80797101449275,395.57608695652175
344,231.50785340314135,393.8324607329843
345,173.04276315789474,399.3782894736842
346,271.23348017621146,397.704845814978
347,338.95670995671,395.43290043290045
348,112.70281124497993,398.9357429718876
349,146.49077490774908,399.8929889298893
350,246.17391304347825,397.3478260869565
351,368.078125,398.51953125
352,319.0963302752294,400.1880733944954
353,199.640243902439,400.3170731707317
354,284.8047619047619,400.4904761904762
355,214.7657142857143,397.1142857142857
356,302.3056768558952,400.9650655021834
357,132.24942791762012,408.4462242562929
358,257.7955801104972,404.64088397790056
359,222.50316455696202,409.36708860759495
360,349.91984732824426,409.86641221374043
361,379.75370919881306,411.6973293768546
362,237.08252427184465,410.8009708737864
363,338.48571428571427,409.01714285714286
364,90.55555555555556,414.18390804597703
365,191.52554744525548,412.54014598540147
366,207.1228813559322,412.27542372881356
367,322.2646239554318,414.67130919220057
368,113.22147651006712,416.4127516778523
369,291.46031746031747,414.32804232804233
370,81.2445652173913,423.0298913043478
371,248.95238095238096,414.26190476190476
372,265.9718309859155,414.57276995305165
373,361.827868852459,414.5245901639344
374,165.2175438596491,416.2140350877193
375,279.65841584158414,415.78712871287127
376,304.37089201877933,414.86854460093895
377,151.19205298013244,419.317880794702
378,181.34901960784313,420.25882352941176
379,128.33955223880596,425.7313432835821
380,328.96923076923076,431.4215384615385
381,108.75280898876404,434.92977528089887
382,219.38926174496643,423.2281879194631
383,229.45762711864407,427.361581920904
384,241.64772727272728,427.3806818181818
385,255.87912087912088,426.34065934065933
386,340.6704980842912,431.3524904214559
387,363.0671378091873,429.24028268551234
388,208.86666666666667,428.9809523809524
389,272.59774436090225,431.0751879699248
390,306.97860962566847,429.03208556149735
391,144.4080717488789,432.4932735426009
392,295.0923076923077,431.79487179487177
393,377.515625,433.53125
394,196.80365296803652,432.82191780821915
395,284.60913705583755,434.3654822335025
396,350.16521739130434,437.03478260869565
397,100.56880733944953,441.8256880733945
398,176.9010989010989,434.87179487179486
399,161.14563106796118,438.00970873786406
400,315.85869565217394,437.45652173913044
401,122.31055900621118,443.14596273291926
402,261.1277777777778,438.01666666666665
403,245.626213592233,440.00485436893206
404,90.78571428571429,445.3285714285714
405,228.73953488372092,440.28372093023256
406,136.43457943925233,443.92056074766356
407,192.85603112840468,444.9649805447471
408,212.17937219730942,443.2152466367713
409,303.13658536585365,445.45365853658535
410,85.81205673758865,457.8191489361702
411,362.6898734177215,450.60759493670884
412,276.04672897196264,449.32710280373834
413,152.43514644351464,450.5439330543933
414,175.28014184397162,452.2304964539007
415,288.9377990430622,451.55023923444975
416,256.35,451.2076923076923
417,378.53395061728395,454.23148148148147
418,330.3581661891117,455.3008595988539
419,238.20218579234972,452.8688524590164
420,223.82380952380953,454.14761904761906
421,315.9297658862876,457.17391304347825
422,346.17167381974247,454.81974248927037
423,209.31597222222223,458.9826388888889
424,137.08870967741936,461.7943548387097
425,192.7836879432624,460.41843971631204
426,299.5491329479769,458.64161849710985
427,266.600790513834,461.5889328063241
428,112.79710144927536,466.57971014492756
429,125.59451219512195,467.484756097561
430,150.16479400749063,465.55805243445695
431,170.53716216216216,464.9560810810811
432,243.57068062827224,464.282722513089
433,102.31652661064426,473.26610644257704
434,279.1777777777778,468.0
435,348.82945736434107,468.2596899224806
436,228.09405940594058,466.98514851485146
437,254.10596026490066,469.05298013245033
438,367.3060344827586,469.6810344827586
439,292.7447916666667,471.703125
440,304.58367346938775,473.2408163265306
441,332.5081967213115,471.3661202185792
442,164.17254901960786,476.41960784313727
443,381.40909090909093,472.9488636363636
444,190.94078947368422,475.6546052631579
445,209.53,473.475
446,312.1021126760563,482.64084507042253
447,90.62576687116564,478.13496932515335
448,264.1255605381166,478.4260089686099
449,353.4668989547038,481.390243902439
450,142.1231884057971,483.5652173913044
451,231.32627118644066,479.1864406779661
452,247.30543933054392,481.2384937238494
453,285.89502762430936,481.56353591160223
454,179.1930501930502,485.6061776061776
455,155.96958174904944,487.93155893536124
456,336.30434782608694,486.10869565217394
457,366.86551724137934,489.1310344827586
458,121.1958041958042,490.74475524475525
459,272.3636363636364,488.8008658008658
460,204.2872340425532,487.1010638297872
461,133.4037037037037,492.4074074074074
462,99.38176638176638,495.61538461538464
463,296.3639846743295,495.4904214559387
464,198.89449541284404,499.8165137614679
465,256.9537037037037,494.52777777777777
466,321.8775510204082,491.80272108843536
467,114.76689189189189,500.6081081081081
468,169.5830115830116,498.44787644787647
469,188.63179916317992,500.4769874476987
470,283.27705627705626,497.9047619047619
471,379.27777777777777,496.6388888888889
472,349.67063492063494,499.06349206349205
473,308.678391959799,502.1457286432161
474,334.2291666666667,502.59166666666664
475,148.2636815920398,503.1940298507463
476,268.125,504.91517857142856
477,320.25714285714287,505.17857142857144
478,360.01526717557255,505.0916030534351
479,373.25,506.1216216216216
480,160.58536585365854,506.3821138211382
481,179.88235294117646,507.0
482,98.19277108433735,508.06024096385545
483,136.43010752688173,507.4516129032258
484,284.1470588235294,508.7352941176471
