Frame,Cell_92,Cell_94,Cell_95,Cell_96,Cell_97,Cell_98,Cell_99,Cell_100,Cell_101,Cell_102,Cell_105,Cell_106,Cell_112,Cell_113,Cell_114,Cell_115,Cell_116,Cell_118,Cell_119,Cell_120,Cell_121,Cell_123,Cell_125,Cell_126,Cell_127,Cell_129,Cell_133,Cell_135,Cell_136,Cell_140,Cell_142,Cell_143,Cell_144,Cell_145,Cell_146,Cell_148,Cell_150,Cell_151,Cell_152,Cell_153,Cell_156,Cell_160,Cell_162,Cell_163,Cell_164,Cell_165,Cell_166,Cell_167,Cell_170,Cell_172,Cell_173,Cell_174,Cell_175,Cell_177,Cell_180,Cell_182,Cell_185,Cell_186,Cell_187,Cell_189,Cell_190,Cell_191,Cell_192,Cell_194,Cell_198,Cell_200,Cell_201,Cell_202,Cell_203,Cell_204,Cell_205,Cell_206,Cell_207,Cell_209,Cell_210,Cell_213,Cell_214,Cell_215,Cell_216,Cell_217,Cell_218,Cell_221,Cell_224,Cell_225,Cell_226,Cell_227,Cell_228,Cell_229,Cell_231,Cell_233,Cell_234,Cell_237,Cell_238,Cell_240,Cell_243,Cell_244,Cell_245,Cell_246,Cell_248,Cell_249,Cell_251,Cell_252,Cell_255,Cell_258
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.164812300530742,1.490011078574661,1.1554359411993238,0.18973997608071907,4.136017897831558,3.4227294028168083,1.4007202328194457,4.628091959062871,0.2171045843687185,2.7443266010187637,0.45069769977106755,1.6520021473064574,2.1818706061251625,0.6492352299792283,1.7279579097710078,3.5375725924822907,0.5517285564183388,0.33323768390146025,5.573308590541014,1.540272992891718,-0.024016174429076723,0.601825872105197,0.9599322449424467,1.1702084016428476,2.790090447191092,0.8747964923705692,0.15381123906730962,4.648046351922385,0.17950423741069615,0.45981531210610005,2.7868843810177,3.7908265858759185,2.7668603214538434,3.7220022210208707,4.897590069340058,0.9514667846917746,3.9529565447450214,1.6409845238773717,1.7548222096746013,5.799078267035002,0.5286378072247688,0.5762622978019876,1.2498230037695413,2.326292065372777,8.874267881957977,6.828056216363569,1.3994740569841722,6.308493410766138,5.830055324332555,3.25746866028872,0.22110145652309798,2.0160417527493046,2.515374974496488,1.124187832250443,2.324272857110471,0.7065776449352718,1.1228784932717883,0.49466560881131294,2.2553925212087043,-0.15362391189042457,4.266058710479707,3.730353771043962,2.2165569553774445,3.7662936443987594,0.9939225748438008,1.92650025027932,2.96716559182114,2.2844704316426907,0.21494825603679563,-0.23747874983653713,6.625080315520376,0.8441762483915154,5.241390820907673,2.411643418855671,0.15940276653096525,2.372199873109718,1.491587206451261,0.03169588127198217,2.3924824692995434,1.323941593588721,5.271798695146635,0.09056465934305062,0.4441831000243535,3.7039798668311312,11.65472496473907,2.76423766717825,-0.1548381000895562,0.3113672817760723,6.476108592982344,1.5578549335812493,2.119867413921538,1.7309988362779032,0.09588693785849657,0.08986493506493522,-0.2851890079869683,1.0474859756591297,1.7636636451460408,1.852539543365661,0.10321934192020983,-0.043192118830700926,-0.13775991975644822,1.3854345792982776,4.250933388554125,0.2981847654652725
2,3.94201505827588,4.542969786178308,2.286678200117548,0.5090118417284768,6.808519328136834,2.799578990865659,2.357258509145979,5.631725278777068,1.1295330604350045,4.639616358584107,1.5824225989316476,3.3053401907277093,3.6017175137922672,1.8762296929346338,1.947850103031581,3.9049703248314143,0.028394966812741756,1.3330284893375568,7.394195223565308,2.227999215036413,-0.40883888099222615,1.642937308932535,1.1408015193377385,2.5038514911028,2.007718640769702,1.3439699987649194,1.5708973680075875,5.203941163904274,0.661661885391385,1.0576944155203603,2.5281463504708643,8.533574186283447,1.3501384318174163,7.068369626873819,3.3946910869279097,0.5392970261229344,4.30410410741451,4.249724103270865,2.8698389684507557,5.85131203135765,1.2895852563400554,1.0874879077477817,1.731855494537035,5.432333509343568,4.095622209618935,2.369199413046302,0.9380411077061168,8.682767478222022,7.490820728860015,5.587430314961529,0.41688816653122446,4.121919530502532,2.6933300748626174,3.09599730507974,0.12502550384257885,1.5836228480484444,2.0447258464472444,-0.3922294301582116,0.6292129071942999,-0.01403700352563092,6.235316727587897,2.406986963942458,0.08792320408686992,1.3255290751081246,0.8133672346165174,4.292533228011852,2.4612809572879164,1.598585394406615,0.03246454580298949,1.119000915391657,4.474032454305595,1.8250010377319332,5.039812510177021,2.1546669127464515,1.9173923171638063,1.6815402528044843,4.227336130332915,0.34684039054177684,0.7504030216660714,1.0718541518063187,7.83176596615133,0.18964331373547144,0.6533011088470397,2.144141563535815,5.3666367483010635,1.8030274062705545,0.20010105906614892,0.827774363279318,8.55729975593521,1.6261062342445427,1.3705460926602704,2.973043586682184,0.29099443977257033,0.2744467532467534,-0.3018332114941236,0.7085290966234246,2.1481572835090756,2.309308716487868,0.006172465564354908,-0.042471654054274964,0.30830293508030243,1.2633119135970072,1.855836830763995,0.3097946725860157
3,3.0613836333821167,4.620886494021211,2.9962510750349485,1.704714793457571,5.872692909323606,0.6839317342372354,3.3997327042927825,4.25244696010922,1.9433414838193992,4.943266010187638,2.5939578109669683,4.012299191366348,3.9934142381746462,1.8792266411641805,0.3397882582715649,3.9558488800017018,1.016145152610133,2.144460879690911,3.54937800727614,2.9183092756530455,-0.40933147794011543,2.277813141253821,1.8302547682733739,4.218127881625507,2.9455226838672477,1.367560041768187,4.3925264915884465,4.6438571718866415,2.19692718700615,1.0993724995889742,1.2180616740088106,7.651663628076572,0.6002563656172432,6.499492680484577,0.17461779843586564,0.30721369196632337,2.4698558105694812,4.952421414767339,1.942900300805952,2.4917960414980493,1.8504513524929986,1.4927031683552605,1.2606245575094235,6.967295581284532,0.6758655725102611,-0.011451560346975689,0.36305495753886696,5.932935001116819,5.626822150035529,8.04468520975739,0.17951365881102696,8.772271189586561,1.653324873267162,4.964878359421145,0.7194894697467752,2.1366962327504226,2.059428568487237,0.055299388621832375,-0.06695671117717908,0.4659667405073165,5.769054527640653,2.650430660535165,-0.19482457135013523,-0.15428382016647596,1.0878280956884387,5.558503055097355,0.9026618346860564,0.25724475313894024,-0.08610304988227577,3.6886241782279443,1.9127397503725274,2.8800755468847288,2.429720393589057,0.291786222031254,2.2688216175442872,1.0635915527326727,3.731199258976734,1.2577736423178505,-0.3956684817128655,1.9711324633910963,5.106592631669611,0.2444285986298334,-0.14974829757915603,1.9605228544203537,1.330683420951404,0.7470616092962068,0.5581274494499269,2.8504549610997016,7.566745380202223,0.31609693740725525,0.4792946740592236,3.3446657699457436,0.4427472292997627,0.7907194805194807,0.07424905627520305,0.833587237143648,1.8117613204250687,1.6950916538971248,-0.11331631675717965,0.00041899369976559355,1.5613130478052528,1.107159018915739,0.46018259765981406,0.31881973246100836
4,1.6244379595507201,3.573165403639806,2.8116107095064633,4.037703749038456,2.469302176378963,0.6006446889518042,1.9545457717727353,5.943907761910932,2.2451311515555323,2.22874522150493,2.1658944729096268,4.589045343337643,2.5761788623858606,0.7595923663099161,-0.3232954618783151,2.853272777553234,2.188411368237616,1.689068380704486,1.6220381997418134,2.8050455714970997,-0.3151558978118411,2.0269734913522344,1.1801802272586452,3.2688242890242227,2.0356311484270835,0.9483623951584836,3.860896611520712,2.7077056944712203,5.301606876622062,1.2755384446758378,0.410997388482946,2.5646415357391823,0.07803286421888525,2.6922234975486217,-0.31960155443644755,0.11956957718427136,0.20196441563595446,3.3150170719196708,0.19914567066152764,2.255690597387308,3.1254243652122224,2.0714468777915873,0.32200876370524845,5.061377773771041,0.7580186916892674,-0.03180752348560201,0.4799279107439636,1.5010330578512394,2.767716475484722,4.988537510591212,0.029388010251922187,6.945838093196839,0.7290439602077946,3.626573575014766,2.2491895445580465,2.0262212992255892,0.9237866120362734,0.8751715125775893,0.11039290565650875,1.418710804655081,2.4837622941553303,2.2837766575752596,0.5826445294549447,-0.2846576593572639,1.7197717864839301,3.702963856286868,0.06608563257650321,0.7218889679829443,0.017729836281005194,4.174257284496594,1.4269231295027955,2.0536528164044667,0.23937635209006947,-0.13805941096573834,1.8323996938401974,0.6700852674805307,2.0546940554677704,2.2338352042257714,-0.5946700225658212,4.442201988839004,1.8599785754274152,0.2131626907488506,-0.17749259381425506,1.1275831428554728,0.7109116553404283,0.3373751370313526,0.11238302207688729,4.580708749943786,4.087776157722907,0.12770189333667073,-0.17376675449077852,2.8745314885063555,2.334856224818947,0.7636025974025976,0.7366867232750379,1.0663150302895632,3.1495961028550292,0.9774848832713664,0.20336063735209423,0.05324285794580677,2.9158637740329048,0.564726822940236,-0.02163042118838149,0.4554880542087739
5,1.5535811894979983,2.277440277120403,1.8464700667102765,4.637917675000982,2.449018297986329,0.6648381016260954,0.6056481048524985,7.2074181107933315,1.182865084386743,0.6253886833564084,0.19611223154911167,3.877310436958353,1.1034566985241723,0.5532963384845918,-0.01180539722008297,4.496583101108298,4.473693652136029,0.7413114833005351,0.43626628330008177,1.3076621167851377,-0.18903615197196336,0.34275723439004985,0.3854438605750822,0.8562866249065686,1.1794025440524665,0.31397999169127483,2.0691923629740403,1.2118557963349883,6.851071382555489,0.614429769277142,0.376638792898784,4.617841439219261,-0.2885432929363269,0.6999677765557133,-0.39495431591634855,0.4224640244059062,-0.3470136913817053,2.1898946670328012,-0.30219661994041647,2.2260519996521757,3.498302539151113,2.045834265405862,-0.3368573123361589,1.7211070614447437,0.8845625569499809,0.13153853853640657,1.0886669798949513,0.05734867098503457,0.993571718607248,1.003948723687546,0.015705444770894413,1.951748794106534,0.34956515110410574,0.09508361636148835,3.2272313028496296,2.4933136657415136,-0.08544899569039283,1.3675876230923605,0.40294999615552207,2.093142179651181,0.45124166258431625,1.93791003475904,1.4746540066005813,-0.3063337382684879,1.8453512348645755,1.0065621759305214,-0.1171441720987854,1.4321335883745403,0.20390954388654634,1.6668687661233759,1.4319539569918933,1.4562367689178533,0.45432203586964104,0.694605373575068,0.7780563289664886,0.43749956425040615,2.9469786955811035,2.874434650085661,-0.5593177506769322,5.997398565014896,1.6204055596227556,0.4561204782759062,0.3075516891652358,1.2739782884468116,1.1423259392229772,0.5799114229335669,-0.005319979295215358,5.88636465844189,1.7243335763415633,1.3127268338905478,-0.3309502502237266,1.9596475584505875,3.7285328781393945,0.8152883116883117,1.1818681488119318,0.573370041107937,4.565661548580708,0.24990185393630876,1.3845003986725108,0.7649854118656974,2.3105343170482286,1.027815488581169,0.09864292172657928,0.41299141304982784
6,3.4351868178371796,0.47950463687761036,0.8277354035988351,2.0778808415544163,1.234947070437161,1.6571006364544203,0.7649682106541414,6.835557902918814,0.921966658006516,1.277160820069193,-0.07650168974163293,2.7970533155213855,0.45267287165661485,0.5267441081337905,0.9360920272054999,5.379850135080516,3.1347479562286975,0.620265584532191,0.26205697688064755,0.8701103309929789,0.22201361027122704,-0.2543657607102475,-0.23713747572844512,0.13545252106781985,3.26899210839249,0.04417098009274353,1.6765320314000238,0.4693236349994528,5.985677210014121,0.08600043842823503,0.586575747184046,5.6615234060807555,-0.5400202733817797,0.5716439016465914,-0.2842318908846572,1.0614000596711763,-0.2953237647992594,2.717704539213603,-0.39048453874735906,1.1809151778248972,2.2121434941097324,0.8898401378331571,-0.43940031763647847,0.21303591896660537,0.4116015342560015,0.28524331104925416,1.1168533179991722,-0.06226267589903967,0.09281798802152064,0.007123232609286379,0.5781083953241232,0.24658339391341436,0.25853947271068134,-0.22670093768458363,1.8966244247466617,4.5180016691574645,-0.261036210222352,0.4092033415783825,0.5397019248020095,1.5669838694580513,0.10616874552511579,0.6888640655034958,0.9733798437583924,-0.1397643383189138,2.0432086324243035,1.1864211324452816,-0.31785420694925254,0.6509029937644386,0.7919180857471387,2.538927921823175,0.9465337872014656,1.2973330289319664,1.1357126241596684,0.9115006733550379,-0.10107710568059566,0.6594808653638334,2.341633520405383,2.0882295767748422,-0.49933642408479534,4.44878949355935,2.635260109383748,1.9721847665160233,1.2901899251212272,0.8627565605251931,2.1539171688678036,1.5100863845647883,-0.07730607751148179,5.185754545863377,1.184958318805667,1.9744962723258186,-0.2505886881877403,1.394758716580773,3.4203280910722573,1.2132285714285718,1.3512161850843412,0.32091495760214367,4.548066843435901,-0.10890823585150942,2.247799114897909,1.366067641934116,2.5335569286467132,1.481732886837421,0.40388404454021526,0.45380133185349625
7,1.7194690811630486,0.3293119320930185,-0.013262361656699423,0.2282971830274172,0.012259287063095523,2.2330761664213776,1.346807456363801,5.113747022890114,1.122205081477927,1.7863514183902753,0.4381677204840294,1.199901581787386,0.6514302820160586,0.7203031059835412,1.3607765870950261,3.4131522687145015,0.8583583198790394,1.063411870773298,0.6107264405586195,0.4169901007369934,0.40273698142561226,-0.05400561162527745,-0.45455685609366253,-0.18525229325720985,4.426528773737882,0.041408890336054306,0.9179735462358956,0.305726775842395,2.3003920558081314,-0.14407847865402504,0.5073333509193069,2.952490750174272,-0.44935866476475006,1.1575140544815885,-0.3019790663683405,2.896442847065937,-0.18789271777233962,3.63665048417933,-0.32563002456413453,0.10624009203951795,0.545346454105978,-0.16598347602067506,-0.4130422303438511,0.28163097093255385,0.24923058728029746,0.3290028815252277,0.5224914271288419,-0.00890663390663403,0.005750685209623344,0.06072904081870346,1.4260223791960993,0.13090379588526832,0.41458061015611486,-0.20057774660366212,0.09992972274489358,4.706674688973857,-0.2708052106482941,-0.4608064591403369,-0.14361944793295223,0.5450875167701477,0.035919659343558036,0.25360490368967487,-0.24614617960026497,0.034374234134799286,1.4842405544100088,0.8168377788713564,-0.3131650244879528,0.04612302026045217,0.707402945846794,2.589595444440482,0.15685792013561364,2.7300444149267364,0.7681779059759473,-0.006984436414809967,-0.1603567427259317,1.1394886739965557,1.9210319838718461,0.5762823885564106,-0.48460631079775823,1.8344941887299118,1.7015067180569319,2.0789924652503875,1.3464276135897728,0.48981065234039345,1.3492755481471983,2.3085349704012272,0.050786288831741015,1.524382017418939,1.1870740752480264,0.5902016698550052,-0.27412121727218647,1.3252527695074587,1.667433132930855,1.1183896103896105,1.161003713223757,0.37308042128573865,2.2218042794598265,-0.2116543142923763,1.985731289816087,1.8959924785521214,1.8450590268118472,1.1537092346215345,0.3799696148964919,0.5027600911268181
8,0.28023557209105493,0.43412148983423765,-0.12454466666445296,-0.007973093616471754,-0.023620706190493453,2.1421759225295283,1.6154710476177176,1.5874159184446286,1.8939587370765898,0.4753950060470862,1.9886760056688109,0.09775026455679418,0.7388835425742137,0.396322037924796,0.7355663295375843,1.762447084600821,0.18918018502857434,0.6082193099541439,2.476937859406172,0.08145087436221696,0.10068548928808978,0.5142468277566062,-0.42831334250569786,-0.2028462340544226,2.5830060178011602,0.4272256717155274,0.3031504768776874,-0.05255753609520489,0.048327254846793136,0.01142653586891033,0.3052177583159672,0.6799091104080646,-0.3123996158727662,1.8646375661446108,-0.31301390264683676,4.510676596055775,-0.14258548845823157,3.6321972778189386,0.16283234147757397,-0.05116353736764316,0.022121747837106336,-0.5582524343759213,-0.4789135301658981,0.18825453655646718,0.1120910017014436,0.025292678199866605,-0.0653445628011025,0.0056957784230510546,0.018518424525428945,0.07807693273923579,2.4132824904669623,0.33678842342272675,1.5248073503924737,-0.20491084613112823,-0.2001586905760468,2.3894183180327238,-0.31729337627927384,-0.6403136229990198,-0.39490991106440776,-0.18594427630963145,0.019730941704035884,-0.12172468345458358,-0.5163164459510268,0.30113599297563853,1.6479124354661168,0.22854198039584245,-0.28970608667461695,-0.12648683707624414,0.24082023763894195,1.128784906737045,-0.16396669810933848,2.9175646506994317,0.4328944613738397,-0.461538017885002,-0.31906066623035206,1.256869156597946,1.761379610962785,0.23083641980908326,-0.5245836856151158,0.6334284395585951,0.41067083674260396,0.8099603250162234,0.8348320391132923,0.2676004466243038,0.570303885113476,1.5595281736461297,0.14623164709845476,0.8665622329820565,1.048123553836888,-0.13019147909105536,-0.23548527404622524,0.7513186331555007,0.5363699120153628,0.6611194805194807,0.6029535275625687,0.723799104023983,0.5980966475509243,-0.20889207061748966,1.588378409796047,1.8019794897474288,0.7936667149904204,0.5309982803873654,0.359948661066677,0.3855876511478474
9,-0.10509935993511187,0.3404763266983247,-0.11945423090588506,0.17195211651946377,0.027022021740640268,0.8340262816299583,1.4325130681778524,0.044889336216604216,2.117020178979204,0.14829789924549214,2.820059549765617,-0.24804474789202993,0.3320134874051437,0.17911638758093895,-0.15202471037155885,0.7440623072177667,0.31885395043694414,0.36631078907078746,4.278852247388802,0.09250577820417775,-0.34493562238877995,2.334913522341807,-0.5266358150725887,-0.0925834127148154,0.07135598717163331,1.5248981058351958,0.265494887894464,-0.13620045539096415,-0.019852591223314113,0.6127171589850392,0.3243029359782637,0.10265966003539066,0.1023061673761416,1.5959819229140646,-0.19385429582782057,5.777185456830275,-0.16613201931344684,2.670397964840653,0.535271411304123,-0.15187858275195487,-0.030914125690326866,-0.5991979485021904,-0.48842348979162287,0.23631048205339558,-0.1273287334324274,-0.18509060937975869,-0.21449358700149374,0.04531494304221566,0.11803370216221708,0.046073771933230215,1.8606238669750574,0.4863943398686167,2.1515345827625403,-0.2527964412285883,-0.27968987327424,0.41748345399142145,-0.3956885913156719,-0.6781864003360246,-0.3311992208524489,-0.1304951483573055,0.02160756679353356,-0.16496651678130153,-0.5302546535291625,0.20713226569153098,0.9501093006309977,-0.0272561571880855,-0.23878938044900355,-0.4021879256935603,-0.2051141652521492,-0.096353888036901,-0.2549863976267618,1.9618073139346646,0.21578194421828822,-0.5074847666038972,-0.3551786486816272,0.6739407798871931,0.8981093009317276,-0.19993883205511342,-0.5593559115921836,0.3021021273024795,0.12037326127212455,-0.15977244201273805,0.07725553421642405,0.29777389352336314,0.27306064880112835,0.18595571146678333,-0.0800050940342283,1.5884663238843337,0.522274874005515,-0.18034076484365222,-0.15299393563675817,0.26938466304955666,0.20159652579920417,0.18549870129870147,0.03492824789169798,0.5732175105123709,0.16801299048323803,-0.20939490623791812,0.989799877860496,0.8149120879682384,0.139462352530924,0.08948019428605913,0.14770809797863207,0.2556443133360594
